TLO_Sequela_Code,Sequela,Health state name,Health state lay description,disability weight,lower,uppper
434,Moderate motor impairment with blindness due to neonatal sepsis and other neonatal infections,Moderate motor impairment with blindness,(combined DW),,,
435,Severe motor impairment due to neonatal sepsis and other neonatal infections,"Motor impairment, severe","is unable to move around without help, and is not able to lift or hold objects, get dressed or sit upright. ",0.402,0.268,0.545
436,Severe infection due to neonatal sepsis and other neonatal infections,"Infectious disease, acute episode, severe","has a high fever and pain, and feels very weak, which causes great difficulty with daily activities.",0.133,0.088,0.19
437,Moderate motor plus cognitive impairment with blindness and epilepsy due to neonatal sepsis and other neonatal infections,Moderate motor plus cognitive impairment with blindness and epilepsy,(combined DW),,,
438,Moderate motor impairment due to neonatal sepsis and other neonatal infections,"Motor impairment, moderate","has some difficulty in moving around, and difficulty in lifting and holding objects, dressing and sitting upright, but is able to walk without help.",0.061,0.04,0.089
439,Severe motor plus cognitive impairment with epilepsy due to neonatal sepsis and other neonatal infections,Severe motor plus cognitive impairment with epilepsy,(combined DW),,,
440,Severe motor impairment with blindness and epilepsy due to neonatal sepsis and other neonatal infections,Severe motor impairment with blindness and epilepsy,(combined DW),,,
441,Mild motor plus cognitive impairments due to neonatal sepsis and other neonatal infections,"Motor plus cognitive impairments, mild","has some difficulty in moving around but is able to walk without help. The person is slow in learning at school. As an adult, the person has some difficulty doing complex or unfamiliar tasks but otherwise functions independently.",0.031,0.018,0.05
442,Severe motor plus cognitive impairment with blindness due to neonatal sepsis and other neonatal infections,Severe motor plus cognitive impairment with blindness,(combined DW),,,
443,Moderate motor plus cognitive impairment with blindness due to neonatal sepsis and other neonatal infections,Moderate motor plus cognitive impairment with blindness,(combined DW),,,
444,Moderate motor impairment with blindness and epilepsy due to neonatal sepsis and other neonatal infections,Moderate motor impairment with blindness and epilepsy,(combined DW),,,
445,Severe motor impairment with blindness and epilepsy due to hemolytic disease and other neonatal jaundice,Severe motor impairment with blindness and epilepsy,(combined DW),,,
446,Severe motor impairment with epilepsy due to hemolytic disease and other neonatal jaundice,Severe motor impairment with epilepsy,(combined DW),,,
447,Severe motor plus cognitive impairment with blindness and epilepsy due to hemolytic disease and other neonatal jaundice,Severe motor plus cognitive impairment with blindness and epilepsy,(combined DW),,,
448,Severe motor plus cognitive impairment with blindness due to hemolytic disease and other neonatal jaundice,Severe motor plus cognitive impairment with blindness,(combined DW),,,
449,Severe motor plus cognitive impairment with epilepsy due to hemolytic disease and other neonatal jaundice,Severe motor plus cognitive impairment with epilepsy,(combined DW),,,
450,Moderate motor impairment with blindness and epilepsy due to hemolytic disease and other neonatal jaundice,Moderate motor impairment with blindness and epilepsy,(combined DW),,,
451,Moderate motor plus cognitive impairment with epilepsy due to hemolytic disease and other neonatal jaundice,Moderate motor plus cognitive impairment with epilepsy,(combined DW),,,
452,Moderate motor impairment with epilepsy due to hemolytic disease and other neonatal jaundice,Moderate motor impairment with epilepsy,(combined DW),,,
453,Moderate motor plus cognitive impairment with blindness due to hemolytic disease and other neonatal jaundice,Moderate motor plus cognitive impairment with blindness,(combined DW),,,
454,Moderate motor impairment with blindness due to hemolytic disease and other neonatal jaundice,Moderate motor impairment with blindness,(combined DW),,,
455,Severe motor impairment severe due to hemolytic disease and other neonatal jaundice,"Motor impairment, severe","is unable to move around without help, and is not able to lift or hold objects, get dressed or sit upright. ",0.402,0.268,0.545
456,Moderate motor plus cognitive impairment with blindness and epilepsy due to hemolytic disease and other neonatal jaundice,Moderate motor plus cognitive impairment with blindness and epilepsy,(combined DW),,,
457,Moderate motor impairment due to hemolytic disease and other neonatal jaundice,"Motor impairment, moderate","has some difficulty in moving around, and difficulty in lifting and holding objects, dressing and sitting upright, but is able to walk without help.",0.061,0.04,0.089
458,Severe motor impairment with blindness due to hemolytic disease and other neonatal jaundice ,Severe motor impairment with blindness,(combined DW),,,
459,Other neonatal disorders,"Post-COMO calculation for residuals (YLL/YLD ratio, other methods)",--,,,
460,Moderate wasting without edema,Asymptomatic,--,,,
461,Moderate wasting with edema,Kwashiorkor,is very tired and irritable and has diarrhea. ,0.051,0.031,0.079
462,Severe wasting without edema,Severe wasting,is extremely skinny and has no energy. ,0.128,0.082,0.183
463,Severe wasting with edema,Kwashiorkor and severe wasting,(combined DW),0.172,0.115,0.238
464,Visible goiter with profound intellectual disability due to iodine deficiency,"Intellectual disability / mental retardation, profound and Iodine-deficiency goiter",(combined DW),0.358,0.252,0.475
465,Visible goiter with severe intellectual disability due to iodine deficiency,"Intellectual disability / mental retardation, severe and Iodine-deficiency goiter",(combined DW),0.326,0.233,0.438
466,Visible goiter with profound intellectual disability and mild heart failure due to iodine deficiency,"Intellectual disability / mental retardation, profound and Iodine-deficiency goiter and heart failure, mild",(combined DW),0.384,0.276,0.502
467,Visible goiter without symptoms,"Disfigurement, level 1","has a slight, visible physical deformity that others notice, which causes some worry and discomfort.",0.011,0.005,0.021
468,Visible goiter with profound intellectual disability and moderate heart failure due to iodine deficiency,"Intellectual disability / mental retardation, profound and Iodine-deficiency goiter and heart failure, moderate",(combined DW),0.403,0.293,0.524
469,Visible goiter with profound intellectual disability with severe heart failure due to iodine deficiency,"Intellectual disability / mental retardation, profound and Iodine-deficiency goiter and heart failure, severe",(combined DW),0.471,0.344,0.602
470,Visible goiter with symptoms without intellectual disability or heart failure,Iodine-deficiency goiter,"has a large mass in the front of the neck. The person sometimes has weakness and fatigue, constipation and weight gain.",0.199,0.133,0.276
471,Moderate vision impairment loss due to vitamin A deficiency,"Distance vision, moderate impairment",has vision problems that make it difficult to recognize faces or objects across a room.,0.031,0.019,0.049
472,Blindness due to vitamin A deficiency,Distance vision blindness,"is completely blind, which causes great difficulty in some daily activities, worry and anxiety, and great difficulty going outside the home without assistance. ",0.187,0.124,0.26
473,Severe vision impairment loss due to vitamin A deficiency,"Distance vision, severe impairment","has severe vision loss, which causes difficulty in daily activities, some emotional impact (for example worry), and some difficulty going outside the home without assistance.",0.184,0.125,0.258
474,Asymptomatic vitamin A deficiency,Asymptomatic,--,,,
475,Moderate heart failure due to iron-deficiency anemia,"Heart failure, moderate","is short of breath and easily tires with minimal physical activity, such as walking only a short distance. The person feels comfortable at rest but avoids moderate activity.",0.072,0.047,0.103
476,Mild iron-deficiency anemia,"Anemia, mild","feels slightly tired and weak at times, but this does not interfere with normal daily activities.",0.004,0.001,0.008
477,Asymptomatic and mild heart failure due to iron-deficiency anemia,"Heart failure, mild","is short of breath and easily tires with moderate physical activity, such as walking uphill or more than a quarter-mile on level ground. The person feels comfortable at rest or during activities requiring less effort.",0.041,0.026,0.062
478,Severe iron-deficiency anemia,"Anemia, severe","feels very weak, tired and short of breath, and has problems with activities that require physical effort or deep concentration.",0.149,0.101,0.209
479,Severe heart failure due to iron-deficiency anemia,"Heart failure, severe","is short of breath and feels tired when at rest. The person avoids any physical activity, for fear of worsening the breathing problems. ",0.179,0.122,0.251
480,Moderate iron-deficiency anemia,"Anemia, moderate","feels moderate fatigue, weakness, and shortness of breath after exercise, making daily activities more difficult.",0.052,0.034,0.076
